program,version_label,academic_year,level,semester,module_code,module_title,row_type,subject_or_department,credits,weeks,marks,total_hours,source_id,source_url,access_date,confidence,notes
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP- INTM 502","Medicine II","legacy_course","","6","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Prerequisite MMIP- INTM 409"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP- SURG 503","Surgery II","legacy_course","","4","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Prerequisite MMIP- SURG 410"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP- OBS 507","Obstetrics","legacy_course","","7","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP -INTM 508","Medicine III","legacy_course","","6","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Prerequisite MMIP- INTM 409"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP- SURG 509","Surgery III","legacy_course","","5","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Prerequisite MMIP- SURG 410"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP- PEDI 601","Pediatrics 1","legacy_course","","7","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP- INTM 602","Medicine IV","legacy_course","","4","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Prerequisite MMIP- INTM 409"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP- SURG 903","Surgery IV","legacy_course","","4","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","medium","Odd source code retained"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP- PED607I","Pediatrics 2","legacy_course","","6","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","medium","Odd source code retained"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP- INTM 608","Medicine V","legacy_course","","5","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Prerequisite MMIP- INTM 409"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP SURG 609","Surgery V","legacy_course","","5.5","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","medium","Odd source spacing retained"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP-E 11","Infection control and patient safety","elective","","1","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Group B"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP-E 12","Evidence based medicine","elective","","1","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Group B"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP-E 13","Ethics& legal issues in medical practice","elective","","1","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Group B"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP-E14","Emergencies in Medicine","elective","","1","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Group B"
